0,1,2,3,4,5
29.7179966444978,9.31113490755381,30,10,-0.282003355502237,-0.688865092446193
29.8011040597346,19.4438405422447,30,20,-0.198895940265409,-0.556159457755285
29.8842114749714,29.5765461769356,30,30,-0.115788525028584,-0.423453823064374
29.9650727438505,39.4353949025808,30,40,-0.034927256149509,-0.564605097419168
30.0459340127296,49.294243628226,30,50,0.045934012729568,-0.705756371773958
30.1267952816086,59.1530923538713,30,60,0.126795281608644,-0.846907646128749
29.8937810268872,69.2190544951212,30,70,-0.106218973112771,-0.780945504878801
29.9240642585621,79.5381771110859,30,80,-0.075935741437881,-0.461822888914114
29.9527536359383,89.3141880104209,30,90,-0.047246364061671,-0.68581198957915
29.7153866608385,99.6361037879024,30,100,-0.284613339161485,-0.363896212097586
29.7456916355237,109.410773969709,30,110,-0.254308364476326,-0.589226030290732
40.1995618879156,9.26194931172223,40,10,0.199561887915557,-0.738050688277774
40.3223557237621,19.341129445067,40,20,0.322355723762072,-0.658870554932996
40.4451495596086,29.4203095784118,40,30,0.445149559608595,-0.579690421588218
40.5646246431349,39.2270794378824,40,40,0.564624643134934,-0.772920562117626
40.6840997266613,49.033849297353,40,50,0.68409972666128,-0.966150702647028
40.8035748101876,58.8406191568236,40,60,0.803574810187627,-1.15938084317644
40.5281648979198,68.9474474692177,40,70,0.528164897919801,-1.05255253078228
40.4928926769783,79.0487546544527,40,80,0.492892676978315,-0.951245345547292
40.4576204560369,89.1500618396877,40,90,0.45762045603685,-0.849938160312263
40.4213949318267,99.5243773272264,40,100,0.421394931826683,-0.475622672773639
40.3870760141539,109.352676210158,40,110,0.387076014153898,-0.647323789842275
50.4123690481688,9.21402488501453,50,10,0.412369048168792,-0.785975114985469
50.5738317040966,19.2410519657656,50,20,0.573831704096548,-0.758948034234361
50.7352943600243,29.2680790465167,50,30,0.735294360024305,-0.73192095348325
50.8923931603865,39.0241053953557,50,40,0.892393160386447,-0.975894604644331
51.0494919607486,48.7801317441946,50,50,1.04949196074859,-1.21986825580542
51.4803543387666,58.5281459597759,50,60,1.4803543387666,-1.47185404022412
51.1625487689524,68.6758404433142,50,70,1.16254876895237,-1.32415955668579
51.0625180225439,78.8308880561344,50,80,1.06251802254387,-1.1691119438656
50.9624872761354,88.9859356689546,50,90,0.962487276135363,-1.01406433104542
50.8597529960401,99.4154440280672,50,100,0.859752996040143,-0.584555971932815
50.4937325178689,109.571906842723,50,110,0.493732517868921,-0.428093157277374
60.3564181252575,9.16736162743073,60,10,0.35641812525747,-0.832638372569274
60.825307684431,19.1409744864643,60,20,0.825307684431024,-0.85902551353572
61.02543916044,29.1158485146217,60,30,1.02543916044002,-0.884151485378276
61.2201616776379,38.821131352829,60,40,1.22016167763795,-1.17886864717103
61.4148841948359,48.5264141910362,60,50,1.4148841948359,-1.4735858089638
61.6096067120338,58.2316970292434,60,60,1.60960671203384,-1.76830297075655
61.5242561304713,68.4111977001262,60,70,1.52425613047129,-1.58880229987379
61.3611273336077,78.6186077808499,60,80,1.36112733360773,-1.38139221915012
61.1979985367442,88.8260178615736,60,90,1.19799853674418,-1.1739821384264
61.0304608534789,99.3093038904249,60,100,1.0304608534789,-0.690696109575057
60.6013423248526,109.518129172984,60,110,0.601342324852624,-0.48187082701611
70.5692252855107,9.12286867760518,70,10,0.569225285510697,-0.877131322394821
70.8070079810725,19.0506963561755,70,20,0.807007981072488,-0.949303643824479
71.0447906766343,28.9785240347459,70,30,1.04479067663426,-1.02147596525414
71.2761468128565,38.6380320463278,70,40,1.27614681285652,-1.36196795367218
71.5075029490788,48.2975400579098,70,50,1.5075029490788,-1.70245994209022
71.7388590853011,57.9570480694917,70,60,1.73885908530109,-2.04295193050827
71.6132869824766,68.1724681456222,70,70,1.61328698247655,-1.82753185437785
71.3887206101699,78.4271134857932,70,80,1.38872061016991,-1.57288651420683
71.1641542378633,88.6817588259642,70,90,1.16415423786329,-1.3182411740358
70.933518504143,99.2135567428966,70,100,0.933518504142967,-0.786443257103414
70.7089521318363,109.468202083068,70,110,0.708952131836327,-0.531797916932391
80.5064299965012,9.15022018981742,80,10,0.506429996501197,-0.849779810182577
80.7647462588504,19.1078127493246,80,20,0.764746258850408,-0.892187250675381
81.0230625211996,29.0654053088318,80,30,1.02306252119961,-0.934594691168183
81.2743972629448,38.7538737451091,80,40,1.27439726294476,-1.24612625489091
81.5257320046899,48.4423421813864,80,50,1.52573200468993,-1.55765781861363
81.7770667464351,58.1308106176636,80,60,1.77706674643511,-1.86918938233637
81.6287685652655,68.0471606222581,80,70,1.62876856526547,-1.95283937774187
81.3604630968332,78.2719215636222,80,80,1.3604630968332,-1.72807843637777
81.0849061292541,88.7730273952935,80,90,1.08490612925414,-1.22697260470653
80.809349161675,99.2741332269647,80,100,0.809349161675044,-0.725866773035321
80.5410436932428,109.498894168329,80,110,0.541043693242798,-0.501105831671239
90.4152716897712,9.17757170202967,90,10,0.415271689771174,-0.822428297970331
90.6231860543586,19.1649291424737,90,20,0.623186054358627,-0.835070857526283
90.8311004189461,29.1522865829178,90,30,0.831100418946079,-0.847713417082229
91.0333954763825,38.8697154438904,90,40,1.03339547638249,-1.13028455610964
91.2356905338189,48.587144304863,90,50,1.23569053381894,-1.41285569513705
91.4379855912554,58.3045731658355,90,60,1.43798559125538,-1.69542683416446
91.0399391869728,68.1949017552934,90,70,1.0399391869728,-1.80509824470657
91.0626584353511,78.3938822182127,90,80,1.06265843535114,-1.60611778178733
90.8175048679012,88.8642959646228,90,90,0.817504867901235,-1.13570403537726
90.5723513004513,99.3347097110328,90,100,0.572351300451331,-0.665290288967213
90.0625110968148,109.804315770989,90,110,0.062511096814788,-0.195684229011391
100.060600761068,9.47489527783454,100,10,0.060600761068415,-0.525104722165461
100.219475441347,19.4912131429739,100,20,0.219475441347129,-0.508786857026088
100.374056211348,29.2368197144609,100,30,0.374056211348048,-0.763180285539136
100.79239368982,38.9855571426716,100,40,0.792393689820258,-1.01444285732836
100.94139196925,48.4612133926265,100,50,0.941391969249963,-1.53878660737345
101.094647342378,58.2076026782945,100,60,1.0946473423777,-1.79239732170554
100.973952620997,68.3508507290529,100,70,0.973952620997181,-1.64914927094711
100.764853773869,78.5158428728031,100,80,0.764853773869092,-1.48415712719688
100.550103606548,88.955564533952,100,90,0.550103606548348,-1.04443546604799
100.335353439228,99.3952861951009,100,100,0.335353439227617,-0.604713804899106
